################################################################################
#
# This file has been generated by SpyGlass:
#     Report Created by: team3_03
#     Report Created on: Thu Oct  7 17:14:16 2021
#     Working Directory: /home/users/team3_03/Desktop/design2021/spyglass
#     Report Location  : ./spyglass-1/soctop/cdc/cdc_setup_check/spyglass_reports/clock-reset/Synchronous_Resets.csv
#     SpyGlass Version : SpyGlass_vQ-2020.03-SP2-6
#     Policy Name      : clock-reset(SpyGlass_vQ-2020.03-SP2-06)
#     Comment          : CSV File for Reset Detection
#
################################################################################
##Sheet_Prop:disable_row_filtering
#CrossProbeTag:RESET_INFO_01_SS_SCH
#RuleName:Reset_info01
##Sheet_Prop:disable_msg_grouping
Schematic,RESET,VALUE
5,"soctop.resetn",0
